,Unnamed: 0,Date,Delhi,Mumbai,Chennai,Kolkata,Delhi_pc,Mumbai_pc,Chennai_pc,Kolkata_pc,Type,Mean,Mean_pc
545,545,2019-08-15,71.99,77.65,74.78,74.69,9.94,1.24,9.94,9.79,Petrol,74.7775,7.727499999999999
546,546,2019-08-14,71.99,77.65,74.78,74.69,9.94,1.24,9.94,9.79,Petrol,74.7775,7.727499999999999
547,547,2019-08-13,71.99,77.65,74.78,74.69,9.94,1.24,9.94,9.79,Petrol,74.7775,7.727499999999999
548,548,2019-08-12,71.99,77.65,74.78,74.69,9.94,1.24,9.94,9.79,Petrol,74.7775,7.727499999999999
549,549,2019-08-11,71.99,77.65,74.78,74.69,9.94,1.24,9.94,9.79,Petrol,74.7775,7.727499999999999
550,550,2019-08-10,72.08,77.74,74.87,74.78,10.08,1.36,10.07,9.92,Petrol,74.8675,7.8575
551,551,2019-08-09,72.08,77.74,74.87,74.78,10.08,1.36,10.07,9.92,Petrol,74.8675,7.8575
552,552,2019-08-08,72.23,77.89,75.03,74.92,10.31,1.55,10.31,10.13,Petrol,75.01750000000001,8.075000000000001
553,553,2019-08-07,72.28,77.93,75.08,74.97,10.38,1.6,10.38,10.2,Petrol,75.065,8.14
554,554,2019-08-06,72.28,77.93,75.08,74.97,10.38,1.6,10.38,10.2,Petrol,75.065,8.14
555,555,2019-08-05,72.37,78.02,75.18,75.06,10.52,1.72,10.53,10.33,Petrol,75.1575,8.275
556,556,2019-08-04,72.52,78.17,75.34,75.21,10.75,1.92,10.76,10.55,Petrol,75.31,8.495
557,557,2019-08-03,72.62,78.27,75.44,75.3,10.9,2.05,10.91,10.69,Petrol,75.4075,8.6375
558,558,2019-08-02,72.69,78.34,75.52,75.37,11.01,2.14,11.03,10.79,Petrol,75.48,8.7425
559,559,2019-08-01,72.8,78.42,75.6,75.44,11.18,2.24,11.14,10.89,Petrol,75.565,8.8625
560,560,2019-07-30,72.86,78.48,75.66,75.5,11.27,2.32,11.23,10.98,Petrol,75.625,8.95
561,561,2019-07-29,72.99,78.61,75.8,75.63,11.47,2.49,11.44,11.17,Petrol,75.7575,9.1425
562,562,2019-07-28,73.14,78.75,75.96,75.75,11.7,2.67,11.67,11.35,Petrol,75.89999999999999,9.3475
563,563,2019-07-27,73.24,78.85,76.06,75.81,11.85,2.8,11.82,11.44,Petrol,75.99,9.4775
564,564,2019-07-26,73.29,78.9,76.11,75.83,11.93,2.87,11.89,11.47,Petrol,76.0325,9.540000000000001
565,565,2019-07-25,73.35,78.96,76.18,75.85,12.02,2.95,12.0,11.49,Petrol,76.08500000000001,9.615
566,566,2019-07-24,73.41,79.02,76.24,75.87,12.11,3.02,12.08,11.52,Petrol,76.135,9.6825
567,567,2019-07-23,73.41,79.02,76.24,75.87,12.11,3.02,12.08,11.52,Petrol,76.135,9.6825
568,568,2019-07-22,73.35,78.96,76.18,75.77,12.02,2.95,12.0,11.38,Petrol,76.065,9.5875
569,569,2019-07-21,73.35,78.96,76.18,75.77,12.02,2.95,12.0,11.38,Petrol,76.065,9.5875
570,570,2019-07-20,73.35,78.96,76.18,75.77,12.02,2.95,12.0,11.38,Petrol,76.065,9.5875
571,571,2019-07-19,73.35,78.96,76.18,75.77,12.02,2.95,12.0,11.38,Petrol,76.065,9.5875
572,572,2019-07-18,73.35,78.96,76.18,75.77,12.02,2.95,12.0,11.38,Petrol,76.065,9.5875
573,573,2019-07-17,73.27,78.88,76.09,75.65,11.9,2.84,11.86,11.2,Petrol,75.9725,9.45
574,574,2019-07-16,73.27,78.88,76.09,75.65,11.9,2.84,11.86,11.2,Petrol,75.9725,9.45
575,575,2019-07-15,73.21,78.82,76.03,75.55,11.81,2.76,11.78,11.05,Petrol,75.9025,9.35
576,576,2019-07-14,73.08,78.69,75.89,75.38,11.61,2.59,11.57,10.8,Petrol,75.75999999999999,9.1425
577,577,2019-07-13,72.99,78.61,75.8,75.25,11.47,2.49,11.44,10.61,Petrol,75.6625,9.0025
578,578,2019-07-12,72.9,78.52,75.7,75.12,11.33,2.37,11.29,10.42,Petrol,75.56,8.8525
579,579,2019-07-11,72.9,78.52,75.7,75.12,11.33,2.37,11.29,10.42,Petrol,75.56,8.8525
580,580,2019-07-10,72.9,78.52,75.7,75.12,11.33,2.37,11.29,10.42,Petrol,75.56,8.8525
581,581,2019-07-09,72.9,78.52,75.7,75.12,11.33,2.37,11.29,10.42,Petrol,75.56,8.8525
582,582,2019-07-08,72.96,78.57,75.76,75.15,11.42,2.44,11.38,10.47,Petrol,75.61,8.9275
583,583,2019-07-07,72.96,78.57,75.76,75.15,11.42,2.44,11.38,10.47,Petrol,75.61,8.9275
584,584,2019-07-06,72.96,78.57,75.76,75.15,11.42,2.44,11.38,10.47,Petrol,75.61,8.9275
585,585,2019-07-05,70.51,76.15,73.19,72.75,7.68,-0.72,7.6,6.94,Petrol,73.15,5.375
586,586,2019-07-04,70.51,76.15,73.19,72.75,7.68,-0.72,7.6,6.94,Petrol,73.15,5.375
587,587,2019-07-03,70.51,76.15,73.19,72.75,7.68,-0.72,7.6,6.94,Petrol,73.15,5.375
588,588,2019-07-02,70.51,76.15,73.19,72.75,7.68,-0.72,7.6,6.94,Petrol,73.15,5.375
589,589,2019-07-01,70.44,76.11,73.15,72.67,7.57,-0.77,7.54,6.82,Petrol,73.0925,5.29
590,590,2019-06-30,70.37,76.06,73.1,72.63,7.47,-0.83,7.47,6.76,Petrol,73.03999999999999,5.217499999999999
591,591,2019-06-29,70.28,75.97,73.01,72.54,7.33,-0.95,7.34,6.63,Petrol,72.95,5.0875
592,592,2019-06-28,70.17,75.87,72.89,72.43,7.16,-1.08,7.16,6.47,Petrol,72.84,4.9275
593,593,2019-06-27,70.12,75.82,72.84,72.38,7.09,-1.15,7.09,6.39,Petrol,72.78999999999999,4.8549999999999995
594,594,2019-06-26,70.05,75.75,72.77,72.31,6.98,-1.24,6.98,6.29,Petrol,72.72,4.7525
595,595,2019-06-25,70.05,75.75,72.77,72.31,6.98,-1.24,6.98,6.29,Petrol,72.72,4.7525
596,596,2019-06-24,70.05,75.75,72.77,72.31,6.98,-1.24,6.98,6.29,Petrol,72.72,4.7525
597,597,2019-06-23,69.98,75.68,72.69,72.24,6.87,-1.33,6.87,6.19,Petrol,72.64750000000001,4.65
598,598,2019-06-22,69.93,75.63,72.64,72.19,6.8,-1.4,6.79,6.11,Petrol,72.5975,4.575
599,599,2019-06-21,69.93,75.63,72.64,72.19,6.8,-1.4,6.79,6.11,Petrol,72.5975,4.575
600,600,2019-06-20,69.93,75.63,72.64,72.19,6.8,-1.4,6.79,6.11,Petrol,72.5975,4.575
601,601,2019-06-19,69.93,75.63,72.64,72.19,6.8,-1.4,6.79,6.11,Petrol,72.5975,4.575
602,602,2019-06-18,69.93,75.63,72.64,72.19,6.8,-1.4,6.79,6.11,Petrol,72.5975,4.575
603,603,2019-06-17,69.93,75.63,72.64,72.19,6.8,-1.4,6.79,6.11,Petrol,72.5975,4.575
604,604,2019-06-16,69.93,75.63,72.64,72.19,6.8,-1.4,6.79,6.11,Petrol,72.5975,4.575
605,605,2019-06-15,69.99,75.69,72.7,72.25,6.89,-1.32,6.88,6.2,Petrol,72.6575,4.6625
606,606,2019-06-14,70.18,75.88,72.9,72.44,7.18,-1.07,7.17,6.48,Petrol,72.85,4.9399999999999995
607,607,2019-06-13,70.35,76.04,73.08,72.61,7.44,-0.86,7.44,6.73,Petrol,73.02,5.1875
608,608,2019-06-12,70.43,76.12,73.17,72.68,7.56,-0.76,7.57,6.84,Petrol,73.10000000000001,5.3025
609,609,2019-06-11,70.43,76.12,73.17,72.68,7.56,-0.76,7.57,6.84,Petrol,73.10000000000001,5.3025
610,610,2019-06-10,70.43,76.12,73.17,72.68,7.56,-0.76,7.57,6.84,Petrol,73.10000000000001,5.3025
611,611,2019-06-09,70.56,76.25,73.3,72.81,7.76,-0.59,7.76,7.03,Petrol,73.23,5.49
612,612,2019-06-08,70.72,76.41,73.47,72.97,8.0,-0.38,8.01,7.26,Petrol,73.3925,5.7225
613,613,2019-06-07,70.94,76.63,73.7,73.19,8.34,-0.09,8.35,7.58,Petrol,73.615,6.045
614,614,2019-06-06,71.07,76.76,73.84,73.31,8.54,0.08,8.56,7.76,Petrol,73.745,6.234999999999999
615,615,2019-06-04,71.23,76.91,74.01,73.47,8.78,0.27,8.81,8.0,Petrol,73.905,6.465
616,616,2019-06-03,71.3,76.98,74.08,73.54,8.89,0.37,8.91,8.1,Petrol,73.975,6.5675
617,617,2019-06-02,71.5,77.16,74.27,73.71,9.19,0.6,9.19,8.35,Petrol,74.16,6.8325
618,618,2019-06-01,71.62,77.28,74.39,73.74,9.38,0.76,9.36,8.39,Petrol,74.2575,6.9725
619,619,2019-05-31,71.73,77.34,74.46,73.79,9.54,0.83,9.47,8.47,Petrol,74.33,7.077500000000001
620,620,2019-05-30,71.8,77.41,74.53,73.86,9.65,0.93,9.57,8.57,Petrol,74.4,7.18
621,621,2019-05-29,71.86,77.47,74.59,73.92,9.74,1.0,9.66,8.66,Petrol,74.46000000000001,7.265
622,622,2019-05-28,71.86,77.47,74.59,73.92,9.74,1.0,9.66,8.66,Petrol,74.46000000000001,7.265
623,623,2019-05-27,71.77,77.38,74.5,73.83,9.61,0.89,9.53,8.53,Petrol,74.36999999999999,7.140000000000001
624,624,2019-05-26,71.67,77.28,74.39,73.73,9.45,0.76,9.36,8.38,Petrol,74.2675,6.9875
625,625,2019-05-25,71.53,77.14,74.25,73.6,9.24,0.57,9.16,8.19,Petrol,74.13,6.79
626,626,2019-05-24,71.39,77.0,74.1,73.46,9.03,0.39,8.94,7.98,Petrol,73.98749999999998,6.584999999999999
627,627,2019-05-23,71.25,76.86,73.95,73.32,8.81,0.21,8.72,7.78,Petrol,73.845,6.380000000000001
628,628,2019-05-22,71.17,76.78,73.87,73.24,8.69,0.1,8.6,7.66,Petrol,73.765,6.262499999999999
629,629,2019-05-21,71.17,76.78,73.87,73.24,8.69,0.1,8.6,7.66,Petrol,73.765,6.262499999999999
630,630,2019-05-20,71.12,76.73,73.82,73.19,8.61,0.04,8.53,7.58,Petrol,73.715,6.1899999999999995
631,631,2019-05-19,71.03,76.64,73.72,73.11,8.48,-0.08,8.38,7.47,Petrol,73.625,6.0625
632,632,2019-05-18,71.03,76.64,73.72,73.11,8.48,-0.08,8.38,7.47,Petrol,73.625,6.0625
633,633,2019-05-17,71.1,76.71,73.79,73.17,8.58,0.01,8.48,7.56,Petrol,73.69250000000001,6.1575
634,634,2019-05-16,71.18,76.79,73.88,73.25,8.7,0.12,8.62,7.67,Petrol,73.775,6.2775
635,635,2019-05-15,71.18,76.79,73.88,73.25,8.7,0.12,8.62,7.67,Petrol,73.775,6.2775
636,636,2019-05-14,71.18,76.79,73.88,73.25,8.7,0.12,8.62,7.67,Petrol,73.775,6.2775
637,637,2019-05-13,71.43,77.04,74.14,73.5,9.09,0.44,9.0,8.04,Petrol,74.0275,6.6425
638,638,2019-05-12,71.73,77.34,74.46,73.79,9.54,0.83,9.47,8.47,Petrol,74.33,7.077500000000001
639,639,2019-05-11,72.15,77.75,74.9,74.21,10.19,1.37,10.11,9.08,Petrol,74.7525,7.6875
640,640,2019-05-10,72.63,78.23,75.4,74.68,10.92,1.99,10.85,9.78,Petrol,75.23500000000001,8.385
641,641,2019-05-09,72.84,78.44,75.63,74.88,11.24,2.27,11.19,10.07,Petrol,75.44749999999999,8.692499999999999
642,642,2019-05-08,73.0,78.59,75.79,75.04,11.48,2.46,11.42,10.3,Petrol,75.605,8.915000000000001
643,643,2019-05-07,73.0,78.59,75.79,75.04,11.48,2.46,11.42,10.3,Petrol,75.605,8.915000000000001
644,644,2019-05-06,73.0,78.59,75.79,75.04,11.48,2.46,11.42,10.3,Petrol,75.605,8.915000000000001
645,645,2019-05-05,73.07,78.66,75.87,75.11,11.59,2.56,11.54,10.41,Petrol,75.6775,9.025
646,646,2019-05-04,73.13,78.71,75.92,75.15,11.68,2.62,11.61,10.47,Petrol,75.72749999999999,9.095
647,647,2019-05-03,73.07,78.64,75.84,75.08,11.59,2.53,11.5,10.36,Petrol,75.6575,8.995
648,648,2019-05-02,73.07,78.64,75.84,75.08,11.59,2.53,11.5,10.36,Petrol,75.6575,8.995
649,649,2019-05-01,73.13,78.7,75.9,75.15,11.68,2.61,11.58,10.47,Petrol,75.72,9.084999999999999
650,650,2019-04-30,73.13,78.7,75.9,75.15,11.68,2.61,11.58,10.47,Petrol,75.72,9.084999999999999
651,651,2019-04-29,73.08,78.65,75.85,75.1,11.61,2.54,11.51,10.39,Petrol,75.67,9.0125
652,652,2019-04-28,73.08,78.65,75.85,75.1,11.61,2.54,11.51,10.39,Petrol,75.67,9.0125
653,653,2019-04-27,73.08,78.65,75.85,75.1,11.61,2.54,11.51,10.39,Petrol,75.67,9.0125
654,654,2019-04-26,73.02,78.59,75.79,75.04,11.51,2.46,11.42,10.3,Petrol,75.61000000000001,8.9225
655,655,2019-04-25,73.02,78.59,75.79,75.04,11.51,2.46,11.42,10.3,Petrol,75.61000000000001,8.9225
656,656,2019-04-24,72.95,78.52,75.71,74.97,11.41,2.37,11.31,10.2,Petrol,75.5375,8.8225
657,657,2019-04-23,72.95,78.52,75.71,74.97,11.41,2.37,11.31,10.2,Petrol,75.5375,8.8225
658,658,2019-04-22,72.95,78.52,75.71,74.97,11.41,2.37,11.31,10.2,Petrol,75.5375,8.8225
659,659,2019-04-21,72.95,78.52,75.71,74.97,11.41,2.37,11.31,10.2,Petrol,75.5375,8.8225
660,660,2019-04-20,73.0,78.57,75.77,75.02,11.48,2.44,11.39,10.27,Petrol,75.58999999999999,8.895
661,661,2019-04-19,73.0,78.57,75.77,75.02,11.48,2.44,11.39,10.27,Petrol,75.58999999999999,8.895
662,662,2019-04-18,72.93,78.5,75.69,74.95,11.38,2.35,11.28,10.17,Petrol,75.5175,8.795
663,663,2019-04-17,72.93,78.5,75.69,74.95,11.38,2.35,11.28,10.17,Petrol,75.5175,8.795
664,664,2019-04-16,72.93,78.5,75.69,74.95,11.38,2.35,11.28,10.17,Petrol,75.5175,8.795
665,665,2019-04-15,72.98,78.55,75.75,75.0,11.45,2.41,11.36,10.25,Petrol,75.57,8.8675
666,666,2019-04-14,72.92,78.49,75.68,74.94,11.36,2.33,11.26,10.16,Petrol,75.5075,8.7775
667,667,2019-04-12,72.86,78.43,75.62,74.88,11.27,2.26,11.17,10.07,Petrol,75.4475,8.6925
668,668,2019-04-11,72.8,78.37,75.56,74.82,11.18,2.18,11.08,9.98,Petrol,75.3875,8.605
669,669,2019-04-10,72.8,78.37,75.56,74.82,11.18,2.18,11.08,9.98,Petrol,75.3875,8.605
670,670,2019-04-09,72.8,78.37,75.56,74.82,11.18,2.18,11.08,9.98,Petrol,75.3875,8.605
671,671,2019-04-08,72.85,78.42,75.61,74.87,11.26,2.24,11.16,10.05,Petrol,75.4375,8.6775
672,672,2019-04-07,72.85,78.42,75.61,74.87,11.26,2.24,11.16,10.05,Petrol,75.4375,8.6775
673,673,2019-04-06,72.91,78.48,75.67,74.93,11.35,2.32,11.25,10.14,Petrol,75.4975,8.765
674,674,2019-04-05,72.91,78.48,75.67,74.93,11.35,2.32,11.25,10.14,Petrol,75.4975,8.765
675,675,2019-04-04,72.86,78.43,75.62,74.88,11.27,2.26,11.17,10.07,Petrol,75.4475,8.6925
676,676,2019-04-03,72.86,78.43,75.62,74.88,11.27,2.26,11.17,10.07,Petrol,75.4475,8.6925
677,677,2019-04-02,72.86,78.43,75.62,74.88,11.27,2.26,11.17,10.07,Petrol,75.4475,8.6925
678,678,2019-04-01,72.86,78.43,75.62,74.88,11.27,2.26,11.17,10.07,Petrol,75.4475,8.6925
679,679,2019-03-31,72.86,78.48,75.67,74.93,11.27,2.32,11.25,10.14,Petrol,75.485,8.745000000000001
680,680,2019-03-30,72.86,78.48,75.67,74.93,11.27,2.32,11.25,10.14,Petrol,75.485,8.745000000000001
681,681,2019-03-29,72.81,78.43,75.62,74.89,11.19,2.26,11.17,10.08,Petrol,75.4375,8.675
682,682,2019-03-28,72.81,78.43,75.62,74.89,11.19,2.26,11.17,10.08,Petrol,75.4375,8.675
683,683,2019-03-27,72.86,78.48,75.67,74.93,11.27,2.32,11.25,10.14,Petrol,75.485,8.745000000000001
684,684,2019-03-26,72.86,78.48,75.67,74.93,11.27,2.32,11.25,10.14,Petrol,75.485,8.745000000000001
685,685,2019-03-25,72.86,78.48,75.67,74.93,11.27,2.32,11.25,10.14,Petrol,75.485,8.745000000000001
686,686,2019-03-24,72.86,78.48,75.67,74.93,11.27,2.32,11.25,10.14,Petrol,75.485,8.745000000000001
687,687,2019-03-23,72.81,78.43,75.62,74.89,11.19,2.26,11.17,10.08,Petrol,75.4375,8.675
688,688,2019-03-22,72.76,78.38,75.57,74.84,11.12,2.19,11.1,10.01,Petrol,75.38749999999999,8.605
689,689,2019-03-21,72.71,78.33,75.52,74.79,11.04,2.13,11.03,9.94,Petrol,75.33749999999999,8.535
690,690,2019-03-20,72.78,78.4,75.59,74.86,11.15,2.22,11.13,10.04,Petrol,75.4075,8.635
691,691,2019-03-19,72.78,78.4,75.59,74.86,11.15,2.22,11.13,10.04,Petrol,75.4075,8.635
692,692,2019-03-18,72.78,78.4,75.59,74.86,11.15,2.22,11.13,10.04,Petrol,75.4075,8.635
693,693,2019-03-17,72.71,78.33,75.52,74.79,11.04,2.13,11.03,9.94,Petrol,75.33749999999999,8.535
694,694,2019-03-16,72.63,78.25,75.43,74.71,10.92,2.02,10.89,9.82,Petrol,75.255,8.4125
695,695,2019-03-15,72.55,78.17,75.35,74.63,10.8,1.92,10.78,9.7,Petrol,75.175,8.3
696,696,2019-03-14,72.48,78.1,75.27,74.56,10.69,1.83,10.66,9.6,Petrol,75.10249999999999,8.195
697,697,2019-03-13,72.41,78.04,75.2,74.49,10.58,1.75,10.56,9.5,Petrol,75.035,8.0975
698,698,2019-03-12,72.41,78.04,75.2,74.49,10.58,1.75,10.56,9.5,Petrol,75.035,8.0975
699,699,2019-03-11,72.46,78.09,75.25,74.54,10.66,1.81,10.63,9.57,Petrol,75.08500000000001,8.1675
700,700,2019-03-10,72.4,78.03,75.19,74.48,10.57,1.73,10.54,9.48,Petrol,75.025,8.08
701,701,2019-03-09,72.31,77.94,75.09,74.39,10.43,1.62,10.39,9.35,Petrol,74.9325,7.9475
702,702,2019-03-08,72.24,77.87,75.02,74.33,10.32,1.53,10.29,9.26,Petrol,74.865,7.85
703,703,2019-03-07,72.24,77.87,75.02,74.33,10.32,1.53,10.29,9.26,Petrol,74.865,7.85
704,704,2019-03-06,72.24,77.87,75.02,74.33,10.32,1.53,10.29,9.26,Petrol,74.865,7.85
705,705,2019-03-05,72.24,77.87,75.02,74.33,10.32,1.53,10.29,9.26,Petrol,74.865,7.85
706,706,2019-03-04,72.17,77.8,74.95,74.26,10.22,1.43,10.19,9.16,Petrol,74.795,7.75
707,707,2019-03-03,72.07,77.7,74.84,74.16,10.06,1.3,10.03,9.01,Petrol,74.6925,7.6
708,708,2019-03-02,71.94,77.57,74.71,74.03,9.87,1.13,9.84,8.82,Petrol,74.5625,7.415
709,709,2019-03-01,71.81,77.44,74.57,73.9,9.67,0.96,9.63,8.63,Petrol,74.43,7.2225
710,710,2019-02-28,71.73,77.36,74.48,73.82,9.54,0.86,9.5,8.51,Petrol,74.3475,7.102499999999999
711,711,2019-02-27,71.66,77.29,74.41,73.76,9.44,0.77,9.39,8.42,Petrol,74.28,7.005
712,712,2019-02-26,71.66,77.29,74.41,73.76,9.44,0.77,9.39,8.42,Petrol,74.28,7.005
713,713,2019-02-25,71.57,77.2,74.32,73.67,9.3,0.65,9.26,8.29,Petrol,74.19,6.875
714,714,2019-02-24,71.42,77.06,74.16,73.52,9.07,0.47,9.03,8.07,Petrol,74.03999999999999,6.66
715,715,2019-02-23,71.35,76.99,74.08,73.45,8.96,0.38,8.91,7.97,Petrol,73.96749999999999,6.555000000000001
716,716,2019-02-22,71.29,76.93,74.02,73.39,8.87,0.3,8.82,7.88,Petrol,73.9075,6.4675
717,717,2019-02-21,71.15,76.79,73.87,73.25,8.66,0.12,8.6,7.67,Petrol,73.765,6.262499999999999
718,718,2019-02-20,71.0,76.64,73.72,73.11,8.43,-0.08,8.38,7.47,Petrol,73.6175,6.050000000000001
719,719,2019-02-18,70.91,76.54,73.61,73.01,8.29,-0.21,8.22,7.32,Petrol,73.5175,5.904999999999999
720,720,2019-02-17,70.76,76.39,73.45,72.86,8.06,-0.4,7.98,7.1,Petrol,73.365,5.6850000000000005
721,721,2019-02-16,70.6,76.23,73.28,72.71,7.82,-0.61,7.73,6.88,Petrol,73.20499999999998,5.455
722,722,2019-02-15,70.46,76.1,73.14,72.57,7.61,-0.78,7.53,6.67,Petrol,73.0675,5.2575
723,723,2019-02-14,70.39,76.03,73.06,72.5,7.5,-0.87,7.41,6.57,Petrol,72.995,5.1525
724,724,2019-02-13,70.33,75.97,73.0,72.44,7.41,-0.95,7.32,6.48,Petrol,72.935,5.065
725,725,2019-02-12,70.33,75.97,73.0,72.44,7.41,-0.95,7.32,6.48,Petrol,72.935,5.065
726,726,2019-02-11,70.33,75.97,73.0,72.44,7.41,-0.95,7.32,6.48,Petrol,72.935,5.065
727,727,2019-02-10,70.28,75.92,72.95,72.39,7.33,-1.02,7.25,6.41,Petrol,72.88499999999999,4.9925
728,728,2019-02-09,70.28,75.92,72.95,72.39,7.33,-1.02,7.25,6.41,Petrol,72.88499999999999,4.9925
729,729,2019-02-08,70.38,76.02,73.05,72.49,7.48,-0.89,7.39,6.56,Petrol,72.985,5.135
730,730,2019-02-07,70.44,76.08,73.11,72.55,7.57,-0.81,7.48,6.64,Petrol,73.045,5.22
731,731,2019-02-06,70.44,76.08,73.11,72.55,7.57,-0.81,7.48,6.64,Petrol,73.045,5.22
732,732,2019-02-05,70.44,76.08,73.11,72.55,7.57,-0.81,7.48,6.64,Petrol,73.045,5.22
733,733,2019-02-04,70.59,76.22,73.27,72.7,7.8,-0.63,7.72,6.86,Petrol,73.195,5.4375
734,734,2019-02-03,70.74,76.37,73.43,72.84,8.03,-0.43,7.95,7.07,Petrol,73.345,5.655
735,735,2019-02-02,70.84,76.47,73.54,72.94,8.19,-0.3,8.12,7.22,Petrol,73.4475,5.807499999999999
736,736,2019-02-01,70.94,76.57,73.64,73.04,8.34,-0.17,8.26,7.36,Petrol,73.5475,5.9475
737,737,2019-01-31,71.09,76.72,73.8,73.18,8.57,0.03,8.5,7.57,Petrol,73.6975,6.1675
738,738,2019-01-30,71.19,76.82,73.9,73.28,8.72,0.16,8.64,7.72,Petrol,73.7975,6.3100000000000005
739,739,2019-01-29,71.19,76.82,73.9,73.28,8.72,0.16,8.64,7.72,Petrol,73.7975,6.3100000000000005
740,740,2019-01-28,71.27,76.9,73.99,73.36,8.84,0.26,8.78,7.83,Petrol,73.88000000000001,6.4275
741,741,2019-01-27,71.27,76.9,73.99,73.36,8.84,0.26,8.78,7.83,Petrol,73.88000000000001,6.4275
742,742,2019-01-26,71.27,76.9,73.99,73.36,8.84,0.26,8.78,7.83,Petrol,73.88000000000001,6.4275
743,743,2019-01-25,71.27,76.9,73.99,73.36,8.84,0.26,8.78,7.83,Petrol,73.88000000000001,6.4275
744,744,2019-01-24,71.27,76.9,73.99,73.36,8.84,0.26,8.78,7.83,Petrol,73.88000000000001,6.4275
745,745,2019-01-23,71.27,76.9,73.99,73.36,8.84,0.26,8.78,7.83,Petrol,73.88000000000001,6.4275
746,746,2019-01-22,71.27,76.9,73.99,73.36,8.84,0.26,8.78,7.83,Petrol,73.88000000000001,6.4275
747,747,2019-01-21,71.14,76.77,73.85,73.23,8.64,0.09,8.57,7.64,Petrol,73.7475,6.235
748,748,2019-01-20,70.95,76.58,73.65,73.05,8.35,-0.16,8.28,7.38,Petrol,73.5575,5.9625
749,749,2019-01-19,70.72,76.35,73.41,72.82,8.0,-0.46,7.92,7.04,Petrol,73.32499999999999,5.625
750,750,2019-01-18,70.55,76.18,73.23,72.65,7.74,-0.68,7.66,6.79,Petrol,73.1525,5.3775
751,751,2019-01-17,70.47,76.11,73.15,72.58,7.62,-0.77,7.54,6.69,Petrol,73.07749999999999,5.27
752,752,2019-01-16,70.33,75.97,73.0,72.44,7.41,-0.95,7.32,6.48,Petrol,72.935,5.065
753,753,2019-01-15,70.41,76.05,73.08,72.52,7.53,-0.85,7.44,6.6,Petrol,73.01499999999999,5.180000000000001
754,754,2019-01-14,70.13,75.77,72.79,72.24,7.1,-1.21,7.01,6.19,Petrol,72.7325,4.7725
755,755,2019-01-13,69.75,75.39,72.39,71.87,6.52,-1.71,6.42,5.64,Petrol,72.35,4.217499999999999
756,756,2019-01-12,69.26,74.91,71.87,71.39,5.77,-2.33,5.66,4.94,Petrol,71.8575,3.51
757,757,2019-01-11,69.07,74.72,71.67,71.2,5.48,-2.58,5.37,4.66,Petrol,71.665,3.2325
758,758,2019-01-10,68.88,74.53,71.47,71.01,5.19,-2.83,5.07,4.38,Petrol,71.4725,2.9525
759,759,2019-01-09,68.5,74.16,71.07,70.64,4.61,-3.31,4.48,3.84,Petrol,71.0925,2.4050000000000002
760,760,2019-01-08,68.5,74.16,71.07,70.64,4.61,-3.31,4.48,3.84,Petrol,71.0925,2.4050000000000002
761,761,2019-01-07,68.5,74.16,71.07,70.64,4.61,-3.31,4.48,3.84,Petrol,71.0925,2.4050000000000002
762,762,2019-01-06,68.29,73.95,70.85,70.43,4.29,-3.59,4.16,3.53,Petrol,70.88,2.0975
763,763,2019-01-05,68.29,73.95,70.85,70.43,4.29,-3.59,4.16,3.53,Petrol,70.88,2.0975
764,764,2019-01-04,68.44,74.1,71.01,70.58,4.52,-3.39,4.4,3.75,Petrol,71.0325,2.32
765,765,2019-01-03,68.65,74.3,71.22,70.78,4.84,-3.13,4.7,4.04,Petrol,71.2375,2.6125
766,766,2019-01-02,68.65,74.3,71.22,70.78,4.84,-3.13,4.7,4.04,Petrol,71.2375,2.6125
767,767,2019-01-01,68.65,74.3,71.22,70.78,4.84,-3.13,4.7,4.04,Petrol,71.2375,2.6125
768,768,2018-12-31,68.84,74.47,71.41,70.96,5.13,-2.91,4.98,4.31,Petrol,71.41999999999999,2.8775
769,769,2018-12-30,69.04,74.67,71.62,71.15,5.44,-2.65,5.29,4.59,Petrol,71.62,3.1675000000000004
770,770,2018-12-29,69.26,74.89,71.85,71.37,5.77,-2.36,5.63,4.91,Petrol,71.8425,3.4875
771,771,2018-12-27,69.74,75.36,72.36,71.84,6.51,-1.75,6.38,5.6,Petrol,72.325,4.185
772,772,2018-12-26,69.79,75.41,72.41,71.89,6.58,-1.68,6.45,5.67,Petrol,72.375,4.255
773,773,2018-12-25,69.79,75.41,72.41,71.89,6.58,-1.68,6.45,5.67,Petrol,72.375,4.255
774,774,2018-12-24,69.86,75.48,72.48,71.96,6.69,-1.59,6.56,5.78,Petrol,72.44500000000001,4.36
775,775,2018-12-23,70.07,75.69,72.7,72.16,7.01,-1.32,6.88,6.07,Petrol,72.655,4.66
776,776,2018-12-22,70.27,75.89,72.91,72.36,7.32,-1.06,7.19,6.36,Petrol,72.85749999999999,4.952500000000001
777,777,2018-12-21,70.46,76.08,73.11,72.55,7.61,-0.81,7.48,6.64,Petrol,73.05,5.23
778,778,2018-12-20,70.63,76.25,73.29,72.71,7.86,-0.59,7.75,6.88,Petrol,73.22,5.475
779,779,2018-12-19,70.63,76.25,73.29,72.71,7.86,-0.59,7.75,6.88,Petrol,73.22,5.475
780,780,2018-12-18,70.63,76.25,73.29,72.71,7.86,-0.59,7.75,6.88,Petrol,73.22,5.475
